index,I1_D0_Col0_1,I1_D0_Col0_2,I1_D0_Col0_3,I1_D0_Col0_4,I1_D0_Col0_5,I1_D0_mfec_1,I1_D0_mfec_2,I1_D0_mfec_3,I1_D0_mfec_4,I1_D0_mfec_5,I1_D5_Col0_1,I1_D5_Col0_2,I1_D5_Col0_3,I1_D5_Col0_4,I1_D5_Col0_5,I1_D5_mfec_1,I1_D5_mfec_2,I1_D5_mfec_3,I1_D5_mfec_4,I1_D5_mfec_5,I1_D6_Syncom_Col0_1,I1_D6_Syncom_Col0_2,I1_D6_Syncom_Col0_3,I1_D6_Syncom_Col0_4,I1_D6_Syncom_Col0_5,I1_D6_Syncom_fec_1,I1_D6_Syncom_fec_2,I1_D6_Syncom_fec_3,I1_D6_Syncom_fec_4,I1_D6_Syncom_fec_5,I1_D6_Syncom_mfec_1,I1_D6_Syncom_mfec_2,I1_D6_Syncom_mfec_3,I1_D6_Syncom_mfec_4,I1_D6_Syncom_mfec_5,I1_D6_Syncom_min7_1,I1_D6_Syncom_min7_2,I1_D6_Syncom_min7_3,I1_D6_Syncom_min7_4,I1_D6_Syncom_min7_5,I1_NS_D0_Col0_1,I1_NS_D0_Col0_2,I1_NS_D0_Col0_3,I1_NS_D0_Col0_4,I1_NS_D0_Col0_5,I1_NS_D0_mfec_1,I1_NS_D0_mfec_2,I1_NS_D0_mfec_3,I1_NS_D0_mfec_4,I1_NS_D0_mfec_5,I1_NS_D5_Col0_1,I1_NS_D5_Col0_2,I1_NS_D5_Col0_3,I1_NS_D5_Col0_4,I1_NS_D5_Col0_5,I1_NS_D5_mfec_1,I1_NS_D5_mfec_2,I1_NS_D5_mfec_3,I1_NS_D5_mfec_4,I1_NS_D5_mfec_5,I2_D0_Col0_1,I2_D0_Col0_2,I2_D0_Col0_3,I2_D0_Col0_4,I2_D0_Col0_5,I2_D0_mfec_1,I2_D0_mfec_2,I2_D0_mfec_3,I2_D0_mfec_4,I2_D0_mfec_5,I2_D5_Col0_1,I2_D5_Col0_2,I2_D5_Col0_3,I2_D5_Col0_4,I2_D5_Col0_5,I2_D5_mfec_1,I2_D5_mfec_2,I2_D5_mfec_3,I2_D5_mfec_4,I2_D5_mfec_5,I2_D6_Syncom_Col0_1,I2_D6_Syncom_Col0_2,I2_D6_Syncom_Col0_3,I2_D6_Syncom_Col0_4,I2_D6_Syncom_Col0_5,I2_D6_Syncom_fec_1,I2_D6_Syncom_fec_2,I2_D6_Syncom_fec_3,I2_D6_Syncom_fec_4,I2_D6_Syncom_fec_5,I2_D6_Syncom_mfec_1,I2_D6_Syncom_mfec_2,I2_D6_Syncom_mfec_3,I2_D6_Syncom_mfec_4,I2_D6_Syncom_mfec_5,I2_D6_Syncom_min7_1,I2_D6_Syncom_min7_2,I2_D6_Syncom_min7_3,I2_D6_Syncom_min7_4,I2_D6_Syncom_min7_5,I2_NS_D0_Col0_1,I2_NS_D0_Col0_2,I2_NS_D0_Col0_3,I2_NS_D0_Col0_4,I2_NS_D0_Col0_5,I2_NS_D0_mfec_1,I2_NS_D0_mfec_2,I2_NS_D0_mfec_3,I2_NS_D0_mfec_4,I2_NS_D0_mfec_5,I2_NS_D5_Col0_1,I2_NS_D5_Col0_2,I2_NS_D5_Col0_3,I2_NS_D5_Col0_4,I2_NS_D5_Col0_5,I2_NS_D5_mfec_1,I2_NS_D5_mfec_2,I2_NS_D5_mfec_3,I2_NS_D5_mfec_4,I2_NS_D5_mfec_5,I3_D0_Col0_1,I3_D0_Col0_2,I3_D0_Col0_3,I3_D0_Col0_4,I3_D0_Col0_5,I3_D0_mfec_1,I3_D0_mfec_2,I3_D0_mfec_3,I3_D0_mfec_4,I3_D0_mfec_5,I3_D5_Col0_1,I3_D5_Col0_2,I3_D5_Col0_3,I3_D5_Col0_4,I3_D5_Col0_5,I3_D5_mfec_1,I3_D5_mfec_2,I3_D5_mfec_3,I3_D5_mfec_4,I3_D5_mfec_5,I3_D6_Syncom_Col0_1,I3_D6_Syncom_Col0_2,I3_D6_Syncom_Col0_3,I3_D6_Syncom_Col0_4,I3_D6_Syncom_Col0_5,I3_D6_Syncom_fec_1,I3_D6_Syncom_fec_2,I3_D6_Syncom_fec_3,I3_D6_Syncom_fec_4,I3_D6_Syncom_fec_5,I3_D6_Syncom_mfec_1,I3_D6_Syncom_mfec_2,I3_D6_Syncom_mfec_3,I3_D6_Syncom_mfec_4,I3_D6_Syncom_mfec_5,I3_D6_Syncom_min7_1,I3_D6_Syncom_min7_2,I3_D6_Syncom_min7_3,I3_D6_Syncom_min7_4,I3_D6_Syncom_min7_5,I3_NS_D0_Col0_1,I3_NS_D0_Col0_2,I3_NS_D0_Col0_3,I3_NS_D0_Col0_4,I3_NS_D0_Col0_5,I3_NS_D0_mfec_1,I3_NS_D0_mfec_2,I3_NS_D0_mfec_3,I3_NS_D0_mfec_4,I3_NS_D0_mfec_5,I3_NS_D5_Col0_1,I3_NS_D5_Col0_2,I3_NS_D5_Col0_3,I3_NS_D5_Col0_4,I3_NS_D5_Col0_5,I3_NS_D5_mfec_1,I3_NS_D5_mfec_2,I3_NS_D5_mfec_3,I3_NS_D5_mfec_4,I3_NS_D5_mfec_5,I4_D6_Syncom_Col0_1,I4_D6_Syncom_Col0_2,I4_D6_Syncom_Col0_3,I4_D6_Syncom_Col0_4,I4_D6_Syncom_Col0_5,I4_D6_Syncom_fec_1,I4_D6_Syncom_fec_2,I4_D6_Syncom_fec_3,I4_D6_Syncom_fec_4,I4_D6_Syncom_fec_5,I4_D6_Syncom_mfec_1,I4_D6_Syncom_mfec_2,I4_D6_Syncom_mfec_3,I4_D6_Syncom_mfec_4,I4_D6_Syncom_mfec_5,I4_D6_Syncom_min7_1,I4_D6_Syncom_min7_2,I4_D6_Syncom_min7_3,I4_D6_Syncom_min7_4,I4_D6_Syncom_min7_5,I4_NS_D0_Col0_1,I4_NS_D0_Col0_2,I4_NS_D0_Col0_3,I4_NS_D0_Col0_4,I4_NS_D0_Col0_5,I4_NS_D0_mfec_1,I4_NS_D0_mfec_2,I4_NS_D0_mfec_3,I4_NS_D0_mfec_4,I4_NS_D0_mfec_5,I4_NS_D5_Col0_1,I4_NS_D5_Col0_2,I4_NS_D5_Col0_3,I4_NS_D5_Col0_4,I4_NS_D5_Col0_5,I4_NS_D5_mfec_1,I4_NS_D5_mfec_2,I4_NS_D5_mfec_3,I4_NS_D5_mfec_4,I4_NS_D5_mfec_5,I5_D0_Col0_1,I5_D0_Col0_2,I5_D0_Col0_3,I5_D0_Col0_4,I5_D0_Col0_5,I5_D0_mfec_1,I5_D0_mfec_2,I5_D0_mfec_3,I5_D0_mfec_4,I5_D0_mfec_5,I5_D5_Col0_1,I5_D5_Col0_2,I5_D5_Col0_3,I5_D5_Col0_4,I5_D5_Col0_5,I5_D5_mfec_1,I5_D5_mfec_2,I5_D5_mfec_3,I5_D5_mfec_4,I5_D5_mfec_5,I5_D6_Syncom_Col0_1,I5_D6_Syncom_Col0_2,I5_D6_Syncom_Col0_3,I5_D6_Syncom_Col0_4,I5_D6_Syncom_Col0_5,I5_D6_Syncom_fec_1,I5_D6_Syncom_fec_2,I5_D6_Syncom_fec_3,I5_D6_Syncom_fec_4,I5_D6_Syncom_fec_5,I5_D6_Syncom_mfec_1,I5_D6_Syncom_mfec_2,I5_D6_Syncom_mfec_3,I5_D6_Syncom_mfec_4,I5_D6_Syncom_mfec_5,I5_D6_Syncom_min7_1,I5_D6_Syncom_min7_2,I5_D6_Syncom_min7_3,I5_D6_Syncom_min7_4,I5_D6_Syncom_min7_5
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032934132,0,0.025943396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria,0,0,0,0.006885998,0,0,0,0.017492711,0,0,0,0,0,0,0,0.000130395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-05,4.18E-05,0.000156718,0.000201877,0.000225987,0.000116106,0.000136295,0.000310718,2.70E-05,0.000356042,0,0.011132623,0.006756757,0,0,0,0,0,0,0,0,0,0,0,0.00061065,0,0,3.44E-05,3.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000533153,0,6.75E-05,0.000110537,0.000159177,0.000176021,0,0,0.000173866,0,0,0,0,0,0,0,0,0,0,0.00079199,0,0,0,0,0,0.000573184,0,0,0.003328764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-05,0,0,0,0,0,0,2.85E-05,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317795,0.001271384,0.002004663,0.00119351,0.000914938,0.001041706,0.00056175,0.000635309,0.000376676,0.000347916,0,0,0,0,0,0,0,0.236337828,0,0,0.001035197,0.00143287,0,0,0,0.000106111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189072,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia,0,0,0,0,0,0,0,0.017492711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-05,4.18E-05,0.000156718,0.000201877,0.000225987,0.000116106,0.000136295,0.000310718,2.70E-05,0.000356042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061065,0,0,3.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000533153,0,6.75E-05,0.000110537,0.000159177,0.000176021,0,0,0.000173866,0,0,0,0,0,0,0,0,0,0,0.00079199,0,0,0,0,0,0.000573184,0,0,0.003328764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-05,0,0,0,0,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317795,0.001271384,0.002004663,0.00119351,0.000914938,0.001003826,0.00056175,0.000635309,0.000376676,0.000347916,0,0,0,0,0,0,0,0.236337828,0,0,0.001035197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189072,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales,0,0,0,0,0,0,0,0.017492711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-05,4.18E-05,0.000156718,0.000201877,0.000225987,0.000116106,0.000136295,0.000310718,2.70E-05,0.000356042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061065,0,0,3.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000533153,0,6.75E-05,0.000110537,0.000159177,0.000176021,0,0,0.000173866,0,0,0,0,0,0,0,0,0,0,0.00079199,0,0,0,0,0,0.000573184,0,0,0.003328764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-05,0,0,0,0,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317795,0.001271384,0.002004663,0.00119351,0.000914938,0.001003826,0.00056175,0.000635309,0.000376676,0.000347916,0,0,0,0,0,0,0,0.236337828,0,0,0.001035197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189072,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae,0,0,0,0,0,0,0,0.017492711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-05,4.18E-05,0.000156718,0.000201877,0.000225987,0.000116106,0.000136295,0.000310718,2.70E-05,0.000356042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000533153,0,6.75E-05,0.000110537,0.000159177,0.000176021,0,0,0.000173866,0,0,0,0,0,0,0,0,0,0,0.00079199,0,0,0,0,0,0.000573184,0,0,0.003328764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-05,0,0,0,0,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317795,0.001271384,0.002004663,0.00119351,0.000914938,0.001003826,0.00056175,0.000635309,0.000376676,0.000347916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189072,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter,0,0,0,0,0,0,0,0.017492711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-05,4.18E-05,0.000156718,0.000201877,0.000225987,0.000116106,0.000136295,0.000310718,2.70E-05,0.000335502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000533153,0,6.75E-05,0.000110537,0.000106118,0.000132016,0,0,0.000173866,0,0,0,0,0,0,0,0,0,0,0.00079199,0,0,0,0,0,0.000573184,0,0,0.003328764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317795,0.001271384,0.002004663,0.00119351,0.000914938,0.001003826,0.00056175,0.000635309,0.000376676,0.000347916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061065,0,0,3.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236337828,0,0,0.001035197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus Koribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001035197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__DA052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Solibacteres,0,0,0,0.006885998,0,0,0,0,0,0,0,0,0,0,0,0.000130395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011132623,0.006756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143287,0,0,0,0.000106111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales,0,0,0,0.006885998,0,0,0,0,0,0,0,0,0,0,0,0.000130395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011132623,0.006756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143287,0,0,0,0.000106111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__AKIW659,0,0,0,0.006885998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011132623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011132623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
